Nº NF-e/RPS,Série,Status,Data Emissão,Natureza da Operação,Dados do Destinatário,CPF/CNPJ,Valor Total,Chave DANFE
222,1,Emitida,01/02/2018,Venda dentro do estado,Ao Consumidor,00000000000000,"237,51",28180210177060000138650010000002221419848860
223,1,Emitida,02/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"165,61",28180210177060000138650010000002231111628633
224,1,Emitida,02/02/2018,Venda dentro do estado,Ao consumidor,00000000000,71,28180210177060000138650010000002241511010405
225,1,Emitida,02/02/2018,Venda dentro do estado,Ao consumidor,00000000000,74,28180210177060000138650010000002251959811003
226,1,Emitida,02/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"101,09",28180210177060000138650010000002261425141038
227,1,Emitida,02/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"111,24",28180210177060000138650010000002271109026019
228,1,Emitida,03/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"74,01",28180210177060000138650010000002281543531442
229,1,Emitida,03/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"60,16",28180210177060000138650010000002291984345800
230,1,Emitida,03/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"38,3",28180210177060000138650010000002301610828187
231,1,Emitida,03/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"111,45",28180210177060000138650010000002311918983575
232,1,Emitida,03/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"85,7",28180210177060000138650010000002321446746289
233,1,Emitida,03/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"21,2",28180210177060000138650010000002331021572880
234,1,Emitida,03/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"63,29",28180210177060000138650010000002341608233170
235,1,Emitida,05/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"248,11",28180210177060000138650010000002351924283368
236,1,Emitida,05/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"59,3",28180210177060000138650010000002361460116156
237,1,Emitida,05/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"133,66",28180210177060000138650010000002371011380279
238,1,Emitida,05/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"115,64",28180210177060000138650010000002381570950759
239,1,Emitida,05/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"49,6",28180210177060000138650010000002391894743349
240,1,Emitida,05/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"82,1",28180210177060000138650010000002401826419583
241,1,Emitida,06/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"121,5",28180210177060000138650010000002411642931190
242,1,Emitida,06/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"186,5",28180210177060000138650010000002421240956446
243,1,Emitida,06/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"66,7",28180210177060000138650010000002431291755445
244,1,Emitida,06/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"162,24",28180210177060000138650010000002441829631841
245,1,Emitida,06/02/2018,Venda dentro do estado,Ao consumidor,00000000000,135,28180210177060000138650010000002451638492518
246,1,Emitida,06/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"79,4",28180210177060000138650010000002461228920150
247,1,Emitida,06/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"91,52",28180210177060000138650010000002471303037783
248,1,Emitida,07/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"85,5",28180210177060000138650010000002481862579151
249,1,Emitida,07/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"56,94",28180210177060000138650010000002491663575501
250,1,Emitida,07/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"67,2",28180210177060000138650010000002501791377878
251,1,Emitida,07/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"47,7",28180210177060000138650010000002511740643705
252,1,Emitida,07/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"117,38",28180210177060000138650010000002521143796398
253,1,Emitida,07/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"160,8",28180210177060000138650010000002531327220062
254,1,Emitida,08/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"87,48",28180210177060000138650010000002541802667825
255,1,Emitida,08/02/2018,Venda dentro do estado,Ao consumidor,00000000000,97,28180210177060000138650010000002551728615038
256,1,Emitida,08/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"166,6",28180210177060000138650010000002561139350088
257,1,Emitida,08/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"37,88",28180210177060000138650010000002571330424713
258,1,Emitida,08/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"222,09",28180210177060000138650010000002581764958189
259,1,Emitida,09/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"88,4",28180210177060000138650010000002591698525868
260,1,Emitida,09/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"166,61",28180210177060000138650010000002601881685012
261,1,Emitida,09/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"176,33",28180210177060000138650010000002611589136273
262,1,Emitida,09/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"99,25",28180210177060000138650010000002621062300267
263,1,Emitida,09/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"169,51",28180210177060000138650010000002631471866892
264,1,Emitida,09/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"203,68",28180210177060000138650010000002641899642870
265,1,Emitida,10/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"168,36",28180210177060000138650010000002651567985919
266,1,Emitida,10/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"124,01",28180210177060000138650010000002661033567543
267,1,Emitida,10/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"209,74",28180210177060000138650010000002671497910073
268,1,Emitida,12/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"76,59",28180210177060000138650010000002681933024559
269,1,Emitida,12/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"157,64",28180210177060000138650010000002691593625206
270,1,Emitida,12/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"100,55",28180210177060000138650010000002701971074060
271,1,Emitida,12/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"94,22",28180210177060000138650010000002711561442597
272,1,Emitida,12/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"96,55",28180210177060000138650010000002721089441437
273,1,Emitida,14/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"90,24",28180210177060000138650010000002731382054872
274,1,Emitida,14/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"186,85",28180210177060000138650010000002741997109625
275,1,Emitida,14/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"104,77",28180210177060000138650010000002751532702259
276,1,Emitida,14/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"74,55",28180210177060000138650010000002761068298685
277,1,Emitida,15/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"111,5",28180210177060000138650010000002771400020368
278,1,Emitida,15/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"114,14",28180210177060000138650010000002781960687837
279,1,Emitida,15/02/2018,Venda dentro do estado,Ao consumidor,00000000000,316,28180210177060000138650010000002791504266724
280,1,Emitida,15/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"134,25",28180210177060000138650010000002801497387607
281,1,Emitida,15/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"223,27",28180210177060000138650010000002811033130796
282,1,Emitida,15/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"90,36",28180210177060000138650010000002821567520585
283,1,Emitida,15/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"132,7",28180210177060000138650010000002831899148960
284,1,Emitida,16/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"90,98",28180210177060000138650010000002841468555334
285,1,Emitida,16/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"97,62",28180210177060000138650010000002851058769625
286,1,Emitida,16/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"207,61",28180210177060000138650010000002861585637994
287,1,Emitida,16/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"120,76",28180210177060000138650010000002871878341042
288,1,Emitida,17/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"73,3",28180210177060000138650010000002881443350401
289,1,Emitida,17/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"77,55",28180210177060000138650010000002891025944222
290,1,Emitida,17/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"99,37",28180210177060000138650010000002901399461698
291,1,Emitida,19/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"346,06",28180210177060000138650010000002911067898146
292,1,Emitida,19/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"116,5",28180210177060000138650010000002921532330271
293,1,Emitida,19/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"111,17",28180210177060000138650010000002931996522362
294,1,Emitida,19/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"179,08",28180210177060000138650010000002941378646159
295,1,Emitida,19/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"177,89",28180210177060000138650010000002951086007943
296,1,Emitida,19/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"107,75",28180210177060000138650010000002961557976700
297,1,Emitida,20/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"76,9",28180210177060000138650010000002971967697710
298,1,Emitida,20/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"185,18",28180210177060000138650010000002981408613384
299,1,Emitida,20/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"104,78",28180210177060000138650010000002991123839497
300,1,Emitida,20/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"175,11",28180210177060000138650010000003001711585537
301,1,Emitida,20/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"66,5",28180210177060000138650010000003011754581182
302,1,Emitida,21/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"127,48",28180210177060000138650010000003021345046822
303,1,Emitida,21/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"235,15",28180210177060000138650010000003031184968518
304,1,Emitida,21/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"80,51",28180210177060000138650010000003041690792864
305,1,Emitida,21/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"80,82",28180210177060000138650010000003051772713833
306,1,Emitida,21/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"113,6",28180210177060000138650010000003061370700882
307,1,Emitida,21/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"30,58",28180210177060000138650010000003071156151480
308,1,Emitida,22/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"144,1",28180210177060000138650010000003081720752490
309,1,Emitida,22/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"107,09",28180210177060000138650010000003091810537781
310,1,Emitida,22/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"100,22",28180210177060000138650010000003101684655696
311,1,Emitida,23/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"166,33",28180210177060000138650010000003111844669298
312,1,Emitida,23/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"51,9",28180210177060000138650010000003121255381610
313,1,Emitida,23/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"138,32",28180210177060000138650010000003131212450812
314,1,Emitida,23/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"60,85",28180210177060000138650010000003141655846283
315,1,Emitida,24/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"124,76",28180210177060000138650010000003151870330960
316,1,Emitida,24/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"122,69",28180210177060000138650010000003161273506666
317,1,Emitida,24/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"126,4",28180210177060000138650010000003171191650515
318,1,Emitida,24/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"56,3",28180210177060000138650010000003181630633749
319,1,Emitida,24/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"132,2",28180210177060000138650010000003191837497965
320,1,Emitida,24/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"61,9",28180210177060000138650010000003201516355083
321,1,Emitida,26/02/2018,Venda dentro do estado,Ao consumidor,00000000000,129,28180210177060000138650010000003211949331781
322,1,Emitida,26/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"102,38",28180210177060000138650010000003221414936162
323,1,Emitida,26/02/2018,Venda dentro do estado,Ao consumidor,00000000000,217,28180210177060000138650010000003231114584071
324,1,Emitida,26/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"118,9",28180210177060000138650010000003241512014990
325,1,Emitida,26/02/2018,Venda dentro do estado,Ao consumidor,00000000000,26,28180210177060000138650010000003251952947452
326,1,Emitida,26/02/2018,Venda dentro do estado,Ao consumidor,00000000000,147,28180210177060000138650010000003261426088489
327,1,Emitida,26/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"74,1",28180210177060000138650010000003271102234878
328,1,Emitida,26/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"106,71",28180210177060000138650010000003281540580073
329,1,Emitida,27/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"141,48",28180210177060000138650010000003291989254930
330,1,Emitida,27/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"206,25",28180210177060000138650010000003301613726453
331,1,Emitida,27/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"322,92",28180210177060000138650010000003311914143268
332,1,Emitida,27/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"71,26",28180210177060000138650010000003321449701729
333,1,Emitida,27/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"71,26",28180210177060000138650010000003331016660195
334,1,Emitida,27/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"230,57",28180210177060000138650010000003341601369633
335,1,Emitida,27/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"196,02",28180210177060000138650010000003351925287940
336,1,Emitida,28/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"110,93",28180210177060000138650010000003361453325026
337,1,Emitida,28/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"172,35",28180210177060000138650010000003371012327725
338,1,Emitida,28/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"105,8",28180210177060000138650010000003381575859895
339,1,Emitida,28/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"94,4",28180210177060000138650010000003391891791968
340,1,Emitida,28/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"189,22",28180210177060000138650010000003401819563416
341,1,Emitida,28/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"78,34",28180210177060000138650010000003411643943162
342,1,Emitida,28/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"51,8",28180210177060000138650010000003421234157443
343,1,Emitida,28/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"30,4",28180210177060000138650010000003431292695034
344,1,Emitida,28/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"54,95",28180210177060000138650010000003441832522255
345,1,Emitida,28/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"565,56",28180210177060000138650010000003451633644331
346,1,Emitida,28/02/2018,Venda dentro do estado,Ao consumidor,00000000000,"155,21",28180210177060000138650010000003461231882987
347,1,Emitida,01/03/2018,Venda dentro do estado,Ao consumidor,00000000000,"102,65",28180310177060000138650010000003471298132476
348,1,Emitida,01/03/2018,Venda dentro do estado,Ao consumidor,00000000000,"181,26",28180310177060000138650010000003481861635545
349,1,Emitida,01/03/2018,Venda dentro do estado,Ao consumidor,00000000000,"122,07",28180310177060000138650010000003491670378081
